1234,16:31:20,2172,F,ASCENT,123.0,29.0,97.7,4.1,0.41,1.79,0.21,-1.32,1.63,0.54,1.24,16:31:20,119.8,-33.007316,-66.00178,11,NONE,,telemetry
1234,16:31:21,2173,F,ASCENT,172.7,25.5,97.3,3.7,0.27,3.77,1.99,-0.54,0.39,0.14,-1.29,16:31:21,168.6,-32.99034,-66.00782,9,NONE,,telemetry
1234,16:31:22,2174,F,ASCENT,631.0,32.5,103.6,3.9,0.17,1.3,0.51,4.28,-1.59,-0.88,-1.03,16:31:22,630.4,-32.990364,-66.0077,8,NONE,,telemetry
1234,16:31:23,2175,F,ASCENT,648.4,16.8,97.5,4.0,0.52,4.01,3.75,-4.78,-0.0,1.87,0.54,16:31:23,645.3,-32.99088,-65.99351,8,NONE,,telemetry
1234,16:31:24,2176,F,ASCENT,873.1,30.4,101.3,3.9,0.95,4.26,4.26,-4.05,-1.57,0.43,-0.7,16:31:24,876.9,-33.00894,-65.99711,10,NONE,,telemetry
1234,16:31:25,2177,F,ASCENT,963.5,15.9,102.2,4.1,0.8,-3.66,3.51,-1.57,-1.47,1.33,1.32,16:31:25,967.6,-33.00822,-65.99347,9,NONE,,telemetry
1234,16:31:26,2178,F,ASCENT,739.4,26.9,95.9,3.9,0.41,-2.47,-4.83,-2.71,-1.85,-0.92,-1.56,16:31:26,735.8,-32.994736,-65.99182,10,NONE,,telemetry
1234,16:31:27,2179,F,ASCENT,875.8,13.4,96.0,4.2,0.34,3.64,2.77,3.07,1.83,1.63,-0.83,16:31:27,871.0,-32.996976,-66.00084,5,NONE,,telemetry
1234,16:31:28,2180,F,ASCENT,129.1,27.6,102.2,3.8,0.6,-4.25,-1.36,-4.52,-0.87,1.57,1.44,16:31:28,127.3,-33.007664,-66.0058,10,NONE,,telemetry
1234,16:31:29,2181,F,ASCENT,35.6,17.0,104.5,3.8,1.0,-3.02,-4.13,2.42,0.37,-0.02,0.29,16:31:29,39.0,-33.006056,-65.99838,8,NONE,,telemetry
1234,16:31:30,2182,F,ASCENT,342.2,21.3,102.3,3.7,0.79,2.13,2.29,-0.21,-0.93,-0.65,-0.65,16:31:30,339.5,-33.00898,-66.009676,7,NONE,,telemetry
1234,16:31:31,2183,F,ASCENT,755.8,26.9,102.1,3.8,0.53,0.13,-3.44,-4.22,-1.94,0.45,1.8,16:31:31,755.0,-33.003096,-65.99036,7,NONE,,telemetry
1234,16:31:32,2184,F,ASCENT,816.9,34.1,96.9,3.9,0.91,4.37,-2.51,0.48,-1.5,0.7,-0.2,16:31:32,818.9,-33.00848,-65.990108,8,NONE,,telemetry
1234,16:31:33,2185,F,ASCENT,820.0,28.6,96.5,3.7,0.23,-1.07,-2.8,3.48,1.08,0.15,-1.87,16:31:33,817.3,-32.998672,-66.004976,11,NONE,,telemetry
1234,16:31:34,2186,F,ASCENT,850.2,34.7,99.1,4.1,0.58,1.3,1.78,-1.97,-1.26,-1.58,1.07,16:31:34,852.0,-33.00383,-66.008192,6,NONE,,telemetry
1234,16:31:35,2187,F,ASCENT,0.2,22.5,100.8,3.7,0.55,-1.53,-2.19,-0.57,-1.46,-1.14,0.14,16:31:35,-1.0,-33.00677,-65.995284,10,NONE,,telemetry
1234,16:31:36,2188,F,ASCENT,972.4,25.3,96.5,3.7,0.39,-4.63,-2.77,2.27,-0.12,0.32,0.01,16:31:36,971.5,-33.007756,-65.99374,8,NONE,,telemetry
1234,16:31:37,2189,F,ASCENT,195.5,14.0,103.3,3.7,0.39,-1.9,-2.68,3.56,1.82,1.99,-0.91,16:31:37,196.3,-32.992,-65.99015,8,NONE,,telemetry
1234,16:31:38,2190,F,ASCENT,468.6,27.5,96.8,3.8,0.86,0.05,0.87,0.22,-1.91,0.82,-0.16,16:31:38,472.4,-33.00727,-66.003784,9,NONE,,telemetry
1234,16:31:39,2191,F,ASCENT,326.3,18.3,99.5,3.9,0.21,-4.47,-2.49,4.99,-1.02,0.16,0.9,16:31:39,329.8,-32.999536,-65.9919,6,NONE,,telemetry
1234,16:31:40,2192,F,ASCENT,898.2,19.9,99.0,4.0,0.22,2.17,3.72,-1.48,-0.05,1.26,1.05,16:31:40,898.7,-33.00129,-65.99237,5,NONE,,telemetry
1234,16:31:42,2193,F,ASCENT,154.8,12.7,103.4,3.8,0.95,-3.96,-3.59,-1.65,-0.6,-1.81,-1.96,16:31:42,156.2,-32.997424,-66.00004,8,NONE,,telemetry
1234,16:31:43,2194,F,ASCENT,860.2,34.6,96.8,3.8,0.11,1.82,-0.73,-1.54,1.24,-1.52,-0.67,16:31:43,861.4,-33.008644,-66.00877,5,NONE,,telemetry
1234,16:31:44,2195,F,ASCENT,737.3,30.5,101.3,4.0,0.97,4.0,4.38,-0.45,-1.28,0.13,-1.71,16:31:44,735.3,-33.00584,-66.00431,5,NONE,,telemetry
1234,16:31:45,2196,F,ASCENT,525.0,10.6,97.6,4.0,0.52,3.11,-4.73,1.4,0.47,-0.62,-1.77,16:31:45,528.0,-32.998944,-65.993868,8,NONE,,telemetry
1234,16:31:46,2197,F,ASCENT,201.9,22.8,101.6,3.9,0.48,-2.78,-2.41,-1.09,1.81,0.55,0.45,16:31:46,202.4,-33.00877,-65.99925,9,NONE,,telemetry
1234,16:31:47,2198,F,ASCENT,177.2,28.6,99.3,4.0,0.93,-3.02,-2.29,-2.45,-0.39,1.71,0.1,16:31:47,178.5,-32.995008,-65.996824,9,NONE,,telemetry
1234,16:31:48,2199,F,ASCENT,448.0,28.1,103.6,3.9,0.17,-1.83,1.04,-4.61,1.12,-0.34,1.77,16:31:48,445.8,-32.99163,-66.00094,12,NONE,,telemetry
1234,16:31:49,2200,F,ASCENT,172.7,34.6,98.7,3.8,0.93,-3.32,-4.74,1.34,1.6,-0.61,1.3,16:31:49,172.1,-32.99259,-65.99474,12,NONE,,telemetry
1234,16:31:50,2201,F,ASCENT,988.8,14.3,98.2,4.0,0.37,0.07,-1.74,-3.87,1.3,-1.06,0.34,16:31:50,991.5,-32.996828,-65.996608,10,NONE,,telemetry
1234,16:31:51,2202,F,ASCENT,157.2,24.7,101.0,3.7,0.55,-3.35,0.49,0.62,1.15,-0.36,0.14,16:31:51,155.9,-32.993168,-65.99666,10,NONE,,telemetry
1234,16:31:52,2203,F,ASCENT,860.0,17.4,103.6,4.2,0.17,0.72,-0.67,-0.92,1.22,-1.69,0.88,16:31:52,859.4,-33.004012,-65.99478,12,NONE,,telemetry
1234,16:31:53,2204,F,ASCENT,526.0,28.2,99.3,3.8,0.17,-2.97,-2.19,-1.47,0.6,0.79,0.74,16:31:53,525.1,-32.990728,-65.994644,11,NONE,,telemetry
1234,16:31:54,2205,F,ASCENT,335.6,29.9,102.4,3.9,0.54,-2.43,-0.54,1.85,-1.81,0.41,-1.63,16:31:54,339.0,-33.00605,-66.00749,11,NONE,,telemetry
1234,16:31:55,2206,F,ASCENT,89.2,11.5,103.8,4.0,0.2,1.77,-3.57,-1.18,-1.05,-1.45,-0.16,16:31:55,88.7,-33.004696,-66.00243,5,NONE,,telemetry
1234,16:31:56,2207,F,ASCENT,527.7,33.6,97.5,4.0,0.45,2.9,3.48,-1.92,0.29,0.11,0.29,16:31:56,532.1,-32.992496,-66.008092,11,NONE,,telemetry
1234,16:31:57,2208,F,ASCENT,27.1,22.0,98.9,4.1,0.96,3.11,-4.17,-0.58,0.77,0.12,-0.09,16:31:57,31.8,-33.00134,-65.99511,8,NONE,,telemetry
1234,16:31:58,2209,F,ASCENT,668.1,30.8,103.0,4.1,0.39,-0.49,-1.01,3.15,0.58,-0.47,1.41,16:31:58,668.3,-32.99579,-65.99698,8,NONE,,telemetry
1234,16:31:59,2210,F,ASCENT,877.0,15.1,97.1,3.8,0.97,-4.89,2.07,0.83,-0.68,-0.64,-1.15,16:31:59,874.1,-32.990224,-65.99414,8,NONE,,telemetry
1234,16:32:00,2211,F,ASCENT,471.6,33.9,98.1,4.1,0.31,-2.96,0.94,-1.04,-1.89,1.5,-1.74,16:32:00,473.0,-32.995664,-65.99272,7,NONE,,telemetry
1234,16:32:01,2212,F,ASCENT,439.5,20.8,97.2,4.2,0.13,1.76,-4.8,-3.71,1.39,0.48,0.23,16:32:01,439.2,-32.995036,-66.00208,11,NONE,,telemetry
1234,16:32:02,2213,F,ASCENT,806.3,32.8,103.1,3.8,0.75,-0.09,-3.05,1.48,0.92,-1.96,0.77,16:32:02,802.3,-32.9908,-66.00635,10,NONE,,telemetry
1234,16:32:03,2214,F,ASCENT,534.8,25.3,99.9,4.1,0.7,1.4,1.19,-3.32,-0.99,1.95,-0.34,16:32:03,532.6,-33.005824,-65.996376,5,NONE,,telemetry
1234,16:32:04,2215,F,ASCENT,282.4,29.3,100.0,4.0,0.6,-2.6,-4.17,1.19,0.8,1.84,-0.01,16:32:04,284.4,-33.003844,-65.99773,8,NONE,,telemetry
1234,16:32:05,2216,F,ASCENT,354.1,12.5,103.8,4.2,0.56,1.34,-1.19,1.8,-1.41,-1.53,1.52,16:32:05,354.3,-33.002112,-66.00957,7,NONE,,telemetry
1234,16:32:06,2217,F,ASCENT,804.4,10.8,97.0,4.2,0.58,-3.59,2.89,4.42,-0.7,-1.1,0.3,16:32:06,807.4,-32.998236,-65.996768,5,NONE,,telemetry
1234,16:32:07,2218,F,ASCENT,683.1,16.0,101.1,4.1,0.45,1.68,2.95,0.31,1.22,0.47,-0.82,16:32:07,681.8,-33.00307,-65.99793,10,NONE,,telemetry
1234,16:32:08,2219,F,ASCENT,640.9,16.1,103.4,3.8,0.76,-4.4,1.13,-2.4,0.18,1.55,0.62,16:32:08,641.3,-33.00294,-65.99453,12,NONE,,telemetry
1234,16:32:09,2220,F,ASCENT,271.8,28.4,95.1,4.1,0.83,1.58,-3.5,3.49,0.52,1.21,0.4,16:32:09,271.4,-33.00014,-65.99195,12,NONE,,telemetry
1234,16:32:10,2221,F,ASCENT,31.0,12.8,99.4,3.8,0.81,0.68,-0.82,1.29,0.9,-0.97,1.89,16:32:10,28.4,-32.993412,-66.001208,5,NONE,,telemetry
1234,16:32:11,2222,F,ASCENT,396.9,19.1,103.5,3.9,0.68,-1.34,3.53,-1.54,-0.41,1.86,1.91,16:32:11,394.9,-33.00875,-66.00412,7,NONE,,telemetry
1234,16:32:12,2223,F,ASCENT,789.5,18.6,97.3,3.8,0.86,4.94,2.06,-0.55,1.05,1.89,0.53,16:32:12,789.7,-33.004592,-65.99029,5,NONE,,telemetry
1234,16:32:13,2224,F,ASCENT,22.3,20.8,103.4,3.9,0.62,-0.7,2.26,-0.46,-0.94,0.85,-1.99,16:32:13,24.6,-33.006134,-65.99554,8,NONE,,telemetry
1234,16:32:14,2225,F,ASCENT,844.2,13.8,100.0,4.1,0.63,4.95,3.91,1.69,-1.84,2.0,-0.21,16:32:14,848.8,-33.006076,-65.99836,5,NONE,,telemetry
1234,16:32:15,2226,F,ASCENT,883.4,34.7,98.3,3.9,0.15,0.3,2.35,1.13,-0.5,1.42,1.97,16:32:15,887.2,-32.99139,-66.00309,8,NONE,,telemetry
1234,16:32:16,2227,F,ASCENT,195.4,12.4,99.7,4.0,0.87,-1.9,1.05,1.62,0.79,1.02,-0.83,16:32:16,194.1,-32.99054,-66.001524,11,NONE,,telemetry
1234,16:32:17,2228,F,ASCENT,730.3,32.0,99.1,4.2,0.31,4.39,-3.31,1.44,-0.69,0.22,-1.21,16:32:17,732.7,-32.99006,-65.998148,6,NONE,,telemetry
1234,16:32:18,2229,F,ASCENT,706.0,18.1,98.1,3.7,0.77,3.95,4.53,0.22,1.19,-0.75,-1.92,16:32:18,704.5,-32.99523,-65.99489,7,NONE,,telemetry
1234,16:32:19,2230,F,ASCENT,596.3,25.8,95.6,3.8,0.14,-2.83,-0.82,1.62,0.11,-0.49,-1.08,16:32:19,600.9,-33.00927,-65.99015,12,NONE,,telemetry
1234,16:32:20,2231,F,ASCENT,695.9,16.9,98.0,3.8,0.26,2.73,4.77,3.89,0.78,-1.15,0.89,16:32:20,695.7,-33.004784,-65.99505,11,NONE,,telemetry
1234,16:32:21,2232,F,ASCENT,95.1,29.9,97.3,4.1,0.45,-0.64,2.84,-4.39,1.43,1.62,0.33,16:32:21,92.7,-33.006556,-65.99519,6,NONE,,telemetry
1234,16:32:22,2233,F,ASCENT,72.2,31.7,97.7,3.8,0.95,4.69,-1.88,0.04,0.57,-1.58,1.98,16:32:22,73.3,-33.008184,-65.99307,10,NONE,,telemetry
1234,16:32:23,2234,F,ASCENT,54.9,17.6,97.9,3.9,0.28,-3.71,-1.56,2.42,-0.69,-1.96,0.18,16:32:23,58.8,-32.991256,-65.99128,5,NONE,,telemetry
1234,16:32:24,2235,F,ASCENT,216.5,22.7,98.3,3.9,0.64,-3.66,0.54,-2.18,-1.81,-1.79,-1.25,16:32:24,212.0,-32.996,-65.99122,11,NONE,,telemetry
1234,16:32:25,2236,F,ASCENT,122.1,26.2,96.9,3.7,0.39,3.32,-0.09,-1.74,1.16,-0.97,0.44,16:32:25,123.7,-32.9972,-66.002816,6,NONE,,telemetry
1234,16:32:26,2237,F,ASCENT,842.3,34.9,100.9,4.0,0.23,4.5,-2.17,1.04,1.79,-1.24,0.1,16:32:26,837.7,-32.995884,-66.00336,10,NONE,,telemetry
1234,16:32:27,2238,F,ASCENT,325.8,30.7,100.7,4.0,0.36,2.15,0.06,-0.79,-1.64,-0.82,-0.48,16:32:27,324.0,-33.004056,-66.005932,10,NONE,,telemetry
1234,16:32:28,2239,F,ASCENT,7.6,18.2,96.1,3.9,0.45,1.69,-4.42,-3.66,0.36,-0.56,-1.73,16:32:28,10.8,-33.001064,-66.00885,10,NONE,,telemetry
1234,16:32:29,2240,F,ASCENT,988.9,17.9,100.3,3.9,0.95,2.45,-4.31,4.73,-1.01,1.78,-0.87,16:32:29,984.0,-33.00363,-66.00585,12,NONE,,telemetry
1234,16:32:30,2241,F,ASCENT,769.6,13.8,96.4,3.9,0.4,3.71,4.54,-0.54,-1.76,0.02,0.43,16:32:30,771.3,-32.998236,-66.00065,5,NONE,,telemetry
1234,16:32:31,2242,F,ASCENT,509.8,31.1,96.2,4.0,0.91,-4.73,-2.39,1.33,1.25,-0.82,1.2,16:32:31,504.9,-33.000828,-65.994516,8,NONE,,telemetry
1234,16:32:32,2243,F,ASCENT,674.4,11.0,95.4,3.9,0.41,3.27,-1.62,4.94,-0.43,1.52,-0.86,16:32:32,676.2,-32.994056,-65.99956,8,NONE,,telemetry
1234,16:32:33,2244,F,ASCENT,16.0,31.2,97.4,3.8,0.91,-0.96,0.73,-3.97,-0.76,-0.05,-1.12,16:32:33,15.9,-32.99771,-66.00236,5,NONE,,telemetry
1234,16:32:34,2245,F,ASCENT,293.1,20.7,95.7,4.1,0.71,-4.91,2.99,2.06,0.91,-1.85,0.01,16:32:34,288.4,-33.00776,-65.996924,7,NONE,,telemetry
1234,16:32:35,2246,F,ASCENT,479.0,22.6,101.4,3.9,0.64,-1.52,0.2,2.98,-1.39,1.74,-0.5,16:32:35,478.5,-33.00101,-65.99831,9,NONE,,telemetry
1234,16:32:36,2247,F,ASCENT,115.9,32.8,100.4,4.0,0.53,-3.92,3.87,-1.87,-0.06,-1.62,0.93,16:32:36,115.2,-33.00024,-65.99659,11,NONE,,telemetry
1234,16:32:37,2248,F,ASCENT,496.3,32.7,98.1,3.7,0.34,-1.17,-1.33,3.82,1.61,-0.14,-0.55,16:32:37,497.7,-32.99896,-65.99621,8,NONE,,telemetry
1234,16:32:38,2249,F,ASCENT,349.9,11.9,95.7,4.2,0.95,-0.99,1.98,4.96,0.16,-0.14,-1.1,16:32:38,349.3,-33.00586,-65.998792,10,NONE,,telemetry
1234,16:32:39,2250,F,ASCENT,372.5,19.7,97.2,4.0,0.86,-2.67,0.35,-4.91,1.2,0.78,-0.95,16:32:39,368.0,-32.998432,-66.00813,7,NONE,,telemetry
1234,16:32:40,2251,F,ASCENT,998.3,34.9,98.6,4.2,0.19,-0.24,0.01,-2.04,-0.1,1.97,1.13,16:32:40,995.7,-32.9948,-66.00722,8,NONE,,telemetry
1234,16:32:41,2252,F,ASCENT,204.4,14.8,102.3,3.8,0.22,-3.3,-3.77,3.95,-1.82,-1.75,0.86,16:32:41,201.5,-33.001768,-66.002048,11,NONE,,telemetry
1234,16:32:42,2253,F,ASCENT,26.3,24.9,101.6,4.0,0.24,-0.78,-1.08,3.64,1.62,-0.39,-0.15,16:32:42,23.0,-33.00702,-65.9932,11,NONE,,telemetry
1234,16:32:43,2254,F,ASCENT,347.0,26.7,98.1,3.9,0.74,-2.27,2.06,2.23,1.03,0.4,1.07,16:32:43,346.5,-32.991796,-65.99778,5,NONE,,telemetry
1234,16:32:44,2255,F,ASCENT,701.9,12.7,100.7,4.0,0.77,-1.38,-3.35,0.61,0.91,1.95,0.88,16:32:44,706.8,-32.990412,-66.005424,12,NONE,,telemetry
1234,16:32:45,2256,F,ASCENT,283.7,20.0,96.3,3.8,0.83,0.73,-4.47,-3.66,-1.28,0.41,1.71,16:32:45,280.0,-33.00751,-66.00946,9,NONE,,telemetry
1234,16:32:46,2257,F,ASCENT,683.9,22.8,99.7,3.8,0.17,3.46,1.89,-1.75,-1.43,1.19,0.73,16:32:46,679.4,-32.996828,-65.99363,7,NONE,,telemetry
1234,16:32:47,2258,F,ASCENT,266.2,22.6,102.5,3.8,0.23,2.44,2.51,-4.65,-0.87,0.82,1.51,16:32:47,267.8,-33.00776,-65.99846,11,NONE,,telemetry
1234,16:32:48,2259,F,ASCENT,100.2,32.4,100.6,3.8,0.85,4.76,0.63,-1.77,1.98,-0.03,-0.9,16:32:48,97.8,-33.008784,-66.00321,6,NONE,,telemetry
1234,16:32:49,2260,F,ASCENT,834.5,24.2,96.8,4.0,0.81,-1.38,-0.67,-2.72,1.62,-1.87,-0.83,16:32:49,839.2,-32.998324,-65.99882,9,NONE,,telemetry
1234,16:32:50,2261,F,ASCENT,913.8,31.5,101.6,3.8,0.51,-0.14,-2.89,-0.67,0.81,1.44,-0.24,16:32:50,912.7,-32.998004,-65.99918,11,NONE,,telemetry
1234,16:32:51,2262,F,ASCENT,458.6,10.4,102.4,4.0,0.64,-2.0,-4.69,-2.41,-1.97,-1.48,-0.28,16:32:51,459.5,-32.99987,-65.9954,8,NONE,,telemetry
1234,16:32:52,2263,F,ASCENT,287.5,18.9,101.9,4.1,0.15,-2.92,-4.45,-3.54,-1.09,-0.62,0.73,16:32:52,288.6,-32.998412,-65.99092,11,NONE,,telemetry
1234,16:32:53,2264,F,ASCENT,613.0,22.9,100.5,4.0,0.16,-2.15,-0.57,3.84,0.6,0.43,-0.04,16:32:53,616.8,-32.9977,-66.00333,5,NONE,,telemetry
1234,16:32:54,2265,F,ASCENT,536.4,11.0,97.5,4.0,0.52,-3.23,2.98,1.0,-0.48,-0.62,1.46,16:32:54,539.1,-32.995712,-65.99686,9,NONE,,telemetry
1234,16:32:55,2266,F,ASCENT,147.5,18.8,103.0,3.8,0.63,3.93,-1.59,-0.22,-0.31,-1.91,-0.2,16:32:55,146.1,-32.99212,-66.00832,7,NONE,,telemetry
1234,16:32:56,2267,F,ASCENT,729.3,27.1,104.9,3.7,0.63,2.62,4.41,3.83,0.53,-1.22,0.51,16:32:56,727.2,-33.00196,-66.0017,9,NONE,,telemetry
1234,16:32:57,2268,F,ASCENT,438.4,15.7,103.4,4.1,0.38,1.52,-3.36,1.83,1.76,-1.91,-0.8,16:32:57,438.0,-32.999164,-65.9948,10,NONE,,telemetry
1234,16:32:58,2269,F,ASCENT,572.9,18.2,99.9,3.9,0.99,0.54,-3.92,-4.58,-1.1,-0.82,0.13,16:32:58,575.0,-33.00911,-65.99796,9,NONE,,telemetry
1234,16:32:59,2270,F,ASCENT,916.1,21.2,98.5,3.8,0.87,1.68,-3.13,-4.0,1.58,-0.97,0.46,16:32:59,914.5,-33.0045,-65.99965,12,NONE,,telemetry
1234,16:33:00,2271,F,ASCENT,875.1,23.1,102.8,4.1,0.51,2.75,-2.68,-0.22,-1.84,-1.71,1.27,16:33:00,879.0,-33.000936,-65.999756,8,NONE,,telemetry
1234,16:33:01,2272,F,ASCENT,594.9,17.4,104.0,3.8,0.92,-0.9,1.87,4.4,-1.95,1.58,-0.58,16:33:01,597.7,-33.002272,-65.996924,9,NONE,,telemetry
1234,16:33:02,2273,F,ASCENT,705.2,21.8,98.4,3.9,0.23,-2.8,-4.16,-1.25,0.73,0.62,-0.52,16:33:02,706.9,-33.00903,-65.996956,10,NONE,,telemetry
1234,16:33:03,2274,F,ASCENT,461.1,31.8,97.1,3.8,0.41,4.98,-0.78,4.23,1.38,-1.67,1.21,16:33:03,460.2,-32.99929,-65.99154,12,NONE,,telemetry
